Pose,Costo_alineamiento,Desviacion_estandar
1,11.891669880598783,3.189722361116012
2,23.224338772706687,1.8422898821933171
3,11.891669880598783,3.189722361116012
4,22.12577729858458,0.5238670516943734
5,11.891669880598783,3.189722361116012
